"","ID","First Name","Last Name","Team","Position","Price £m","TPts","B Pts","L3 Avg","% Owned","% OwnedTop 100","% OwnedTop 1000","averagePoints","GW Pts","G","SOT","BCC","Tck","A","YC","RC","PM","OG","SV","CS","GC","PPMs->","D","C","OS","PC%","I","B","FW","FM"
"","246301","Jorge","Cuenca","Fulham","DEF","2.5","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","463210","Shea","Charles","Southampton","MID","1.5","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","444463","Wesley","Fofana","Chelsea","DEF","3","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","232228","Harry","Clarke","Ipswich Town","DEF","2","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","200439","Ché","Adams","Southampton","STR","2","0","0","0","0.3","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","184386","James","Bree","Southampton","DEF","1.5","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","91889","Niclas","Füllkrug","West Ham United","STR","3.5","0","0","0","1.6","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","147611","Paul","Onuachu","Southampton","STR","2.5","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","219279","Yukinari","Sugawara","Southampton","DEF","2","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","106606","Massimo","Luongo","Ipswich Town","MID","2","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","232859","Djed","Spence","Tottenham Hotspur","DEF","2.5","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","613041","Leon","Ayinde","Ipswich Town","MID","1","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","577974","Harry","Amass","Manchester United","DEF","2.5","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","108813","Christian","Walton","Ipswich Town","GK","1.5","0","0","0","0.3","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","510500","Jota","Silva","Nottingham Forest","MID","2.5","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","512462","Jake","O'Brien","Everton","DEF","2.5","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","222625","George","Hirst","Ipswich Town","STR","2","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","227444","Nikola","Milenkovic","Nottingham Forest","DEF","2","0","0","0","0.4","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","244845","Nathan","Wood","Southampton","DEF","1.5","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","247412","Jørgen Strand","Larsen","Wolverhampton Wanderers","STR","2.5","0","0","0","0.2","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","538296","Gerard","Buabo","Ipswich Town","STR","1","0","0","0","1.2","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","449429","Jacob","Greaves","Ipswich Town","DEF","1.5","0","0","0","0.2","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","467779","Mats","Wieffer","Brighton and Hove Albion","MID","2.5","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","473341","Caleb","Okoli","Leicester City","DEF","2","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","500926","Ronnie","Edwards","Southampton","DEF","1.5","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","149929","Wes","Burns","Ipswich Town","MID","2","0","0","0","0.2","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","531442","Abdul","Fatawu","Leicester City","MID","2.5","0","0","0","0.3","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","461587","Kasey","McAteer","Leicester City","MID","2","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","510281","","Savinho","Manchester City","MID","3.5","0","0","0","1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","592031","Yankuba","Minteh","Brighton and Hove Albion","MID","3","0","0","0","1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","463034","Liam","Delap","Ipswich Town","STR","1.5","0","0","0","0.4","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","458249","Joshua","Zirkzee","Manchester United","STR","3","0","0","0","3.7","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","475123","Carlos","Miguel","Nottingham Forest","GK","2","0","0","0","1.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","491287","Enzo","Barrenechea","Aston Villa","MID","2.5","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","502500","Igor","Thiago","Brentford","STR","2.5","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","138001","Tom","King","Wolverhampton Wanderers","GK","1.5","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","220585","Flynn","Downes","Southampton","MID","1.5","0","0","0","0.2","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","230348","Ross","Stewart","Southampton","STR","1.5","0","0","0","0.2","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","515621","Chadi","Riad","Crystal Palace","DEF","2.5","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","577114","Luis","Guilherme","West Ham United","MID","2.5","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","463903","Jesper","Lindstrøm","Everton","MID","2.5","0","0","0","0.1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
"","461584","Wanya","Marçal","Leicester City","MID","1.5","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0"
